id,domain,set,en_hash,en,zh,status,waived_reason,source_file
tutorial:TUTORIAL_TEXT_79,tutorial,,22fba4427f2a,TUTORIAL_TEXT_79,对手资源用尽，结束了回合。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_8,tutorial,,4327d511cd39,TUTORIAL_TEXT_8,你的回合中可以随时获取这些卡牌加入牌库，或击败它们以获得奖励。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_80,tutorial,,f57180645442,TUTORIAL_TEXT_80,本回合应先打出亚哈新兵，它让你从牌库额外抽一张牌。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_81,tutorial,,3c568d0b8ee5,TUTORIAL_TEXT_81,通常要尽早打出能额外抽牌或产生资源的卡牌，以便有更多选择。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_82,tutorial,,764515bb01fa,TUTORIAL_TEXT_82,亚哈新兵抽到了艾姆瑞。<br>运气不错，你现在有 5 点战力。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_83,tutorial,,57ee4a163d27,TUTORIAL_TEXT_83,战力足够击败风之暴君。<br><br>从手牌打出与虚空合一的艾姆瑞。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_84,tutorial,,91764be78ef5,TUTORIAL_TEXT_84,现在击败风之暴君，获得<br>3 点荣誉和 3 点符文。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_85,tutorial,,18f31a4144d5,TUTORIAL_TEXT_85,获取村正需要 7 点符文。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_86,tutorial,,61743ecf5284,TUTORIAL_TEXT_86,你现在有足够的符文获取村正了！,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_87,tutorial,,b2065188920f,TUTORIAL_TEXT_87,你已经掌握足够知识来完整进行一局创升纪元！<br><br>记住：终局荣誉最高的玩家获胜。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_88,tutorial,,49e97872ff74,TUTORIAL_TEXT_88,若仍需帮助，可点右下角菜单按钮查看详细规则和界面图解。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_89,tutorial,,c316ebac69a4,TUTORIAL_TEXT_89,你可以继续完成这局对电脑的教程，或随时用菜单开始新对局。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_9,tutorial,,251023816d1b,TUTORIAL_TEXT_9,右键点击任意卡牌可查看大图。左键点击即可回到牌局继续游戏。,draft,,loc/zh-Hans/tutorial.csv
waiver:tutorial_hotspot,tutorial_hotspot,,8c702b67f954,(tutorial CLICK / <link> hit-test tokens),,waived,gameplay_hit_test,plugin/AscensionZhCn/Plugin.cs
ui_keys:FLAVOR_DHARTHA,ui_keys,,249c42bbc527,FLAVOR_DHARTHA,许久之前，逻各斯便授予达萨使用亚哈众神的眼界与智慧，而达萨藉此济世代代相传。身形虽矮，他却印证了一个道理：真正的力量，从不来自凌驾于人，而来自人们甘愿为你俯首。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_DHARTHAMASTEROFSIGHT,ui_keys,,49feec08d8a7,FLAVOR_DHARTHAMASTEROFSIGHT,许久之前，逻各斯便授予达萨使用亚哈众神的眼界与智慧，而达萨藉此济世代代相传。身形虽矮，他却印证了一个道理：真正的力量，从不来自凌驾于人，而来自人们甘愿为你俯首。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_KOR,ui_keys,,2779e6056de9,FLAVOR_KOR,自棱堡（Hedron）创立之初，铁术士（Ferromancers）便担负着为造物注入生命火花的使命。科尔教导这一教团：机械之中所蕴藏的不只是生命，更是勇气，亦是使命。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_KORTHEFERROMANCER,ui_keys,,f2f9bd6e1dab,FLAVOR_KORTHEFERROMANCER,自棱堡（Hedron）创立之初，铁术士（Ferromancers）便担负着为造物注入生命火花的使命。科尔教导这一教团：机械之中所蕴藏的不只是生命，更是勇气，亦是使命。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_KORTHEIRONMIND,ui_keys,,b08f819ce3fb,FLAVOR_KORTHEIRONMIND,自棱堡（Hedron）创立之初，铁术士（Ferromancers）便担负着为造物注入生命火花的使命。科尔教导这一教团：机械之中所蕴藏的不只是生命，更是勇气，亦是使命。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_MASTERDHARTHA,ui_keys,,019f98c9151a,FLAVOR_MASTERDHARTHA,许久之前，逻各斯便授予达萨使用亚哈众神的眼界与智慧，而达萨藉此济世代代相传。身形虽矮，他却印证了一个道理：真正的力量，从不来自凌驾于人，而来自人们甘愿为你俯首。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_NAIRI,ui_keys,,29a0a05e5716,FLAVOR_NAIRI,奈莉一手竖起了石柱阵，教导德鲁伊们如何与赛特尔及她的星眷沟通。当她穿行林间，为严酷的荒野带来和平之时，万物皆以她为表率。她正是风暴之中那一抹宁静。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_NAIRIHENGEQUEEN,ui_keys,,f05ec81aab70,FLAVOR_NAIRIHENGEQUEEN,奈莉一手竖起了石柱阵，教导德鲁伊们如何与赛特尔及她的星眷沟通。当她穿行林间，为严酷的荒野带来和平之时，万物皆以她为表率。她正是风暴之中那一抹宁静。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_NAIRIWILDQUEEN,ui_keys,,e12f9ae1e8a7,FLAVOR_NAIRIWILDQUEEN,奈莉一手竖起了石柱阵，教导德鲁伊们如何与赛特尔及她的星眷沟通。当她穿行林间，为严酷的荒野带来和平之时，万物皆以她为表率。她正是风暴之中那一抹宁静。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_SADRANIS,ui_keys,,d099c53d52e2,FLAVOR_SADRANIS,无数人为尼克斯的黑暗低语所奴役，但萨德拉尼斯是少数学会仅凭自己便能念出那些话语的人。外人把他的举止当作疯狂，而智者则会告诉你：他不过是心无旁骛地瞄准了一盘更大的棋局。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_SADRANISDARKEMISSARY,ui_keys,,d7464b439c50,FLAVOR_SADRANISDARKEMISSARY,无数人为尼克斯的黑暗低语所奴役，但萨德拉尼斯是少数学会仅凭自己便能念出那些话语的人。外人把他的举止当作疯狂，而智者则会告诉你：他不过是心无旁骛地瞄准了一盘更大的棋局。,draft,,loc/zh-Hans/ui.csv
ui_keys:FLAVOR_SADRANISDARKSAVANT,ui_keys,,4eb3bc2083cf,FLAVOR_SADRANISDARKSAVANT,无数人为尼克斯的黑暗低语所奴役，但萨德拉尼斯是少数学会仅凭自己便能念出那些话语的人。外人把他的举止当作疯狂，而智者则会告诉你：他不过是心无旁骛地瞄准了一盘更大的棋局。,draft,,loc/zh-Hans/ui.csv
ui_keys:IAP_ComingSoon,ui_keys,,a8a5461166d7,IAP_ComingSoon,即将推出,draft,,loc/zh-Hans/ui.csv
ui_keys:IAP_NowAvailable,ui_keys,,74ed72a9a9bd,IAP_NowAvailable,现已推出,draft,,loc/zh-Hans/ui.csv
ui_keys:IAP_Owned,ui_keys,,28961ee18c38,IAP_Owned,已拥有,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_2Players,ui_keys,,679c5611faed,Key_2Players,2 名玩家,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_2_Players,ui_keys,,9596236f5b80,Key_2_Players,2 名玩家：,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_3Players,ui_keys,,441d90ce26c5,Key_3Players,3 名玩家,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_3_Players,ui_keys,,9849cd08df0e,Key_3_Players,3 名玩家：,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_4Players,ui_keys,,e6094aeb6960,Key_4Players,4 名玩家,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_4_Players,ui_keys,,d67a5c6f4014,Key_4_Players,4 名玩家：,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AIDifficulty,ui_keys,,4f739ff35a5f,Key_AIDifficulty,AI 难度,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AIOpponent,ui_keys,,7bbdf071249a,Key_AIOpponent,AI 对手,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AIPlayer,ui_keys,,dd1519fe7153,Key_AIPlayer,AI 玩家,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AIPlayer1,ui_keys,,9de126cc2185,Key_AIPlayer1,AI 玩家 1,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AIPlayer2,ui_keys,,e35b9377741c,Key_AIPlayer2,AI 玩家 2,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AIPlayer3,ui_keys,,15106de59c73,Key_AIPlayer3,AI 玩家 3,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AIPlayer4,ui_keys,,94a483a4385d,Key_AIPlayer4,AI 玩家 4,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Abbr_Hour,ui_keys,,cd4f4c36f6c1,Key_Abbr_Hour,时,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Abbr_Hours,ui_keys,,0e9015f5b0ac,Key_Abbr_Hours,时,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Abbr_Minute,ui_keys,,bd405144ba7e,Key_Abbr_Minute,分,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Abbr_Second,ui_keys,,4839fa35a987,Key_Abbr_Second,秒,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Accept,ui_keys,,fba6dc64a2a5,Key_Accept,接受,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AcceptInvite,ui_keys,,ddcc7cbc1b18,Key_AcceptInvite,接受邀请,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AccountCreateFailed,ui_keys,,df8f70dacbd9,Key_AccountCreateFailed,账号创建失败。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AccountCreateSuccess,ui_keys,,6bd8656585bf,Key_AccountCreateSuccess,账号已创建。<br>请输入密码登录。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AccountError,ui_keys,,802c6e0f9227,Key_AccountError,账号出错。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AccountNotActivatedEmail,ui_keys,,a8f40e78a8b6,Key_AccountNotActivatedEmail,账号尚未激活。请按发送到你邮箱的说明完成激活。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Achievements,ui_keys,,1bba6b392ed6,Key_Achievements,成就,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AddComputerPlayer,ui_keys,,6a7061f58296,Key_AddComputerPlayer,添加电脑玩家,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AddFriend,ui_keys,,32fb295873e5,Key_AddFriend,添加好友,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AddFriendPrompt,ui_keys,,4b61b41cae66,Key_AddFriendPrompt,要将这名玩家加入好友列表吗？,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AddHumanPlayer,ui_keys,,07fc0869f09d,Key_AddHumanPlayer,添加人类玩家,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AddProfile,ui_keys,,18307cb4510e,Key_AddProfile,添加档案,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Agree,ui_keys,,026319057c66,Key_Agree,我同意,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AmbientVolume,ui_keys,,a807ceb8dd2f,Key_AmbientVolume,环境音量,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AndroidNotifications,ui_keys,,0859f22fa909,Key_AndroidNotifications,Android 通知,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Animation_Speed,ui_keys,,6ea625c0d8f9,Key_Animation_Speed,动画速度,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Announcements,ui_keys,,a7b3e277a28e,Key_Announcements,公告,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AnyRating,ui_keys,,ff3aa5c77fbe,Key_AnyRating,任意评分,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AppStore,ui_keys,,c96ab69338a3,Key_AppStore,商店,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AudioLevels,ui_keys,,87f99ed2158b,Key_AudioLevels,音量,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_AutoPlay,ui_keys,,79fb64a3309e,Key_AutoPlay,自动出牌,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Back,ui_keys,,e2e2b522b4ad,Key_Back,返回,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Buy,ui_keys,,680f3853f617,Key_Buy,购买,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Cancel,ui_keys,,41f3a4296e8d,Key_Cancel,取消,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CardGallery,ui_keys,,4201c9789549,Key_CardGallery,卡牌图鉴,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CenterRow,ui_keys,,ab0c9caa62bf,Key_CenterRow,中央牌列,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CheckYourEmail,ui_keys,,69e18e531151,Key_CheckYourEmail,请查收邮件以获取账号信息,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ChooseEndTurn,ui_keys,,9ab4663bf868,Key_ChooseEndTurn,确定要结束你的回合吗？,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ClearInvite,ui_keys,,3486c549c605,Key_ClearInvite,清除邀请,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ClearPurchases,ui_keys,,cb645fd5788d,Key_ClearPurchases,清除购买,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Close,ui_keys,,a404c1fd91a7,Key_Close,关闭,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Commit,ui_keys,,0f3c14abb5eb,Key_Commit,确认,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CommitDecision,ui_keys,,e1862d5532b7,Key_CommitDecision,确认你的决定,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Completed,ui_keys,,19c97a72bff5,Key_Completed,已完成,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CompletedListEmpty,ui_keys,,cce0ae271b26,Key_CompletedListEmpty,你目前没有已完成的对局。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Confirm,ui_keys,,1855365ef284,Key_Confirm,确认,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ConfirmChange,ui_keys,,b58162589f08,Key_ConfirmChange,确认更改,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ConfirmExit,ui_keys,,5065ebcad977,Key_ConfirmExit,确定要退出游戏吗？,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ConfirmPassword,ui_keys,,64344375b35d,Key_ConfirmPassword,确认密码,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ConfirmProfileDelete,ui_keys,,d5c0e2b30135,Key_ConfirmProfileDelete,确定要删除此档案吗？,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ConfirmRevealed,ui_keys,,5d0698d120bb,Key_ConfirmRevealed,确认已展示的卡牌,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ConfirmationPause,ui_keys,,99eb57d53214,Key_ConfirmationPause,确认暂停,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ConnectFail,ui_keys,,3a3749d6cd19,Key_ConnectFail,连接服务器失败,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Connecting,ui_keys,,77fd96288687,Key_Connecting,正在连接服务器,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Continue,ui_keys,,3d76b25b2cf7,Key_Continue,继续,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CreateAccount,ui_keys,,7769c3dec913,Key_CreateAccount,创建账号,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CreateGame,ui_keys,,b88b89ef48e2,Key_CreateGame,创建对局,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CreateGameFail,ui_keys,,d947950b7e9a,Key_CreateGameFail,无法创建。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CreateGameFailTooMany,ui_keys,,877f96fd761e,Key_CreateGameFailTooMany,无法创建。<br>已创建的对局过多。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CreateGameFailUnknown,ui_keys,,61ea1716bfcf,Key_CreateGameFailUnknown,无法创建。<br>未知错误,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CreateNewAccount,ui_keys,,e380715ef644,Key_CreateNewAccount,创建新账号,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CreatedGameSuccess,ui_keys,,2fb7bb625397,Key_CreatedGameSuccess,对局创建成功！,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CreatingGame,ui_keys,,5454f95c9e77,Key_CreatingGame,正在创建对局 . . .,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_CreatingNewAccount,ui_keys,,5809062dc7bb,Key_CreatingNewAccount,正在创建账号...,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Credits,ui_keys,,ed984a00f3d1,Key_Credits,制作人员,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Day,ui_keys,,9c1aa74fb832,Key_Day,天,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Days,ui_keys,,21971e877997,Key_Days,天,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Deck,ui_keys,,5e3e565b4e45,Key_Deck,牌库,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Delete,ui_keys,,1f876b0f6a2c,Key_Delete,删除,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_DeleteFriend,ui_keys,,2c827da2114a,Key_DeleteFriend,删除好友,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_DeleteGame,ui_keys,,db211bd12f04,Key_DeleteGame,删除对局,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_DeleteGameConfirm,ui_keys,,a3f21f9fbf1d,Key_DeleteGameConfirm,要删除此对局吗？,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_DeleteMatchmaking,ui_keys,,357c2799374a,Key_DeleteMatchmaking,删除匹配,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Delete_Game,ui_keys,,e255eeefe67d,Key_Delete_Game,删除你的对局,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Details,ui_keys,,c18dc8d8f7db,Key_Details,详情,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Discard,ui_keys,,f4cd016eb7d0,Key_Discard,弃牌堆,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Disconnect,ui_keys,,49df78ad2bd7,Key_Disconnect,你已断开<br>与服务器的连接,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Dismiss,ui_keys,,3043f34a6212,Key_Dismiss,关闭,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Done,ui_keys,,72ac30f95b90,Key_Done,完成,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_DontShowWarning,ui_keys,,1a8529d1699d,Key_DontShowWarning,不再显示此警告,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_DoubleTapContinue,ui_keys,,7237056fee06,Key_DoubleTapContinue,双击继续…,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_DragProfiles,ui_keys,,1d6c32ba30e6,Key_DragProfiles,将档案标签拖到玩家栏位,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_DragToAdd,ui_keys,,38e1a8081376,Key_DragToAdd,拖到下方添加,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_DuplicateProfile,ui_keys,,58b14ff6ebb9,Key_DuplicateProfile,已存在同名档案,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Email,ui_keys,,f8d02c47eaef,Key_Email,电子邮箱,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EmailInUse,ui_keys,,87c496831c0b,Key_EmailInUse,该邮箱已被使用,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EmailNotifications,ui_keys,,15bcbf08d6ef,Key_EmailNotifications,邮件通知,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EmailUser,ui_keys,,5daac70578a2,Key_EmailUser,请输入邮箱或用户名,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Empty,ui_keys,,244982dcd617,Key_Empty,空,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EndGame,ui_keys,,26ed8008f2bc,Key_EndGame,结束对局,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EnterEmail,ui_keys,,a88346af0659,Key_EnterEmail,输入邮箱,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EnterName,ui_keys,,550fce82b2c2,Key_EnterName,请输入名称,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EnterPassword,ui_keys,,57463cb7c692,Key_EnterPassword,输入密码,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EnterText,ui_keys,,17750bbb1a77,Key_EnterText,请输入文字...,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EnterUsername,ui_keys,,25574f3ab0f3,Key_EnterUsername,请输入用户名,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EnterUsernameAlt,ui_keys,,d43aa7e154b0,Key_EnterUsernameAlt,输入用户名,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_EnterValidEmail,ui_keys,,e28175e48382,Key_EnterValidEmail,请输入有效的电子邮箱地址,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Error,ui_keys,,dce2aaa8a279,Key_Error,错误,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Exit,ui_keys,,d77a030b1013,Key_Exit,退出,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ExpireTimer,ui_keys,,3d20c7b85392,Key_ExpireTimer,超时计时,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_FailConnect,ui_keys,,0284cd2da350,Key_FailConnect,无法连接到服务器,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Fast,ui_keys,,dcb3fb412d2f,Key_Fast,快,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_FindGame,ui_keys,,b78cdf5471a5,Key_FindGame,查找对局,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_FindGameListEmpty,ui_keys,,0ef32da859de,Key_FindGameListEmpty,目前没有可加入的对局。<br>请使用“创建对局”菜单开一局新游戏。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_FindGameSearching,ui_keys,,8fa5d77e94d9,Key_FindGameSearching,正在搜索对局 . . .,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Finish,ui_keys,,b1939c578daf,Key_Finish,完成,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Forfeit,ui_keys,,25bcc6313d90,Key_Forfeit,认输,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ForfeitPrompt,ui_keys,,5bc46a53c73b,Key_ForfeitPrompt,确定要放弃这局游戏吗？,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_ForfeitedOpponents,ui_keys,,c622384b01dd,Key_ForfeitedOpponents,所有对手均已认输。你赢了！,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Forfeits,ui_keys,,f48cf354c0f3,Key_Forfeits,认输次数,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Forget,ui_keys,,e2d57d1d6f14,Key_Forget,忘记登录信息？,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Fri,ui_keys,,ef53bf6cceea,Key_Fri,五,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_Friday,ui_keys,,b3feafe13cc0,Key_Friday,星期五,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_FriendAddSuccess,ui_keys,,0996d646311c,Key_FriendAddSuccess,已成功添加好友“{0}”。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_FriendAdding,ui_keys,,4e28cea86e2c,Key_FriendAdding,正在将“{0}”加为好友。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_FriendAlready,ui_keys,,2a1a5db65ffc,Key_FriendAlready,{0} 已经是你的好友。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_FriendNotFound,ui_keys,,67aad8b3be58,Key_FriendNotFound,未找到用户“{0}”。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_FriendRemoving,ui_keys,,cfe0b1b13a44,Key_FriendRemoving,正在移除好友“{0}”。,draft,,loc/zh-Hans/ui.csv
ui_keys:Key_FriendRequest,ui_keys,,00ff77a94a3c,Key_FriendRequest,好友请求,draft,,loc/zh-Hans/ui.csv
